subject,stimulus,response,reactionTime
Mina_28_1_0_0,"181,plop,211",1,5631018399982710
Mina_28_1_0_0,"221,plop,211",2,3853771980004380
Mina_28_1_0_0,"161,plop,171",1,6650050999969240
Mina_28_1_0_0,"191,plop,171",2,4907114299968820
Mina_28_1_0_0,"211,plop,216",1,5862480399978810
Mina_28_1_0_0,"201,plop,191",2,4824095000012310
Mina_28_1_0_0,"186,plop,181",2,4245313500019260
Mina_28_1_0_0,"186,plop,196",2,4453206200001300
Mina_28_1_0_0,"216,plop,196",2,4.75849399997387E+016
Mina_28_1_0_0,"201,plop,221",1,5884664899983910
Mina_28_1_0_0,"186,plop,206",1,5697219299990680
Mina_28_1_0_0,"216,plop,201",2,546923489999026
Mina_28_1_0_0,"181,plop,171",2,4958236600004600
Mina_28_1_0_0,"166,plop,216",1,5757887900015340
Mina_28_1_0_0,"161,plop,181",1,5259606800007170
Mina_28_1_0_0,"191,plop,216",1,4718944199988620
Mina_28_1_0_0,"171,plop,186",1,4525882300012740
Mina_28_1_0_0,"206,plop,196",2,6342291399976240
Mina_28_1_0_0,"201,plop,186",2,4089120899990670
Mina_28_1_0_0,"216,plop,221",1,6728344899974760
Mina_28_1_0_0,"196,plop,211",1,888146959998412
Mina_28_1_0_0,"211,plop,171",2,2.11849506000523E+016
Mina_28_1_0_0,"176,plop,181",1,6749977100023530
Mina_28_1_0_0,"206,plop,176",2,5801266699994450
Mina_28_1_0_0,"191,plop,166",2,458442839999916
Mina_28_1_0_0,"171,plop,166",1,6.69102990000974E+016
Mina_28_1_0_0,"196,plop,176",2,7504860200011170
Mina_28_1_0_0,"191,plop,206",1,5518623699981250
Tom_Johnes_68_0_0_0,"176,plop,201",1,1.22108559999848E+016
Tom_Johnes_68_0_0_0,"191,plop,186",1,1.43907535999548E+016
Tom_Johnes_68_0_0_0,"191,plop,171",1,5206874699995390
Tom_Johnes_68_0_0_0,"211,plop,206",1,7528468899976000
Tom_Johnes_68_0_0_0,"181,plop,171",2,6713655799999830
Tom_Johnes_68_0_0_0,"181,plop,211",1,7072004499984910
Tom_Johnes_68_0_0_0,"201,plop,191",2,6119428200030230
Tom_Johnes_68_0_0_0,"171,plop,166",2,6496385099971670
Tom_Johnes_68_0_0_0,"161,plop,221",1,7403608300047930
Tom_Johnes_68_0_0_0,"221,plop,186",2,5660867799969860
Tom_Johnes_68_0_0_0,"161,plop,171",1,6017515000037380
Tom_Johnes_68_0_0_0,"196,plop,201",1,5538302499998830
Tom_Johnes_68_0_0_0,"161,plop,201",1,7.44538929996779E+016
Tom_Johnes_68_0_0_0,"201,plop,211",1,5065373900020500
Tom_Johnes_68_0_0_0,"221,plop,211",1,5800317699986040
Tom_Johnes_68_0_0_0,"181,plop,201",1,4079183499992360
Tom_Johnes_68_0_0_0,"201,plop,171",2,5.26814120003255E+016
Tom_Johnes_68_0_0_0,"216,plop,176",2,4611282099992970
Tom_Johnes_68_0_0_0,"201,plop,221",1,4963273800001480
Tom_Johnes_68_0_0_0,"166,plop,176",1,4078419799997940
Tom_Johnes_68_0_0_0,"206,plop,176",2,4815233299997640
Tom_Johnes_68_0_0_0,"176,plop,161",2,4300194699980780
Tom_Johnes_68_0_0_0,"181,plop,221",1,5802330900006930
Tom_Johnes_68_0_0_0,"171,plop,186",1,9.17640899971593E+015
Tom_Johnes_68_0_0_0,"176,plop,221",1,1.23003807000001E+016
Tom_Johnes_68_0_0_0,"211,plop,186",2,5400852000014860
Tom_Johnes_68_0_0_0,"166,plop,161",1,7253047400002830
Tom_Johnes_68_0_0_0,"171,plop,216",1,4464166699990160
Tom_Johnes_68_0_0_0,"206,plop,181",2,5037117199995550
Tom_Johnes_68_0_0_0,"206,plop,196",2,602011269996874
Tom_Johnes_68_0_0_0,"211,plop,216",1,5659542600007260
Tom_Johnes_68_0_0_0,"196,plop,211",1,492406259997515
Tom_Johnes_68_0_0_0,"176,plop,191",1,4345134300028440
Tom_Johnes_68_0_0_0,"166,plop,216",1,3.98268939999398E+016
Tom_Johnes_68_0_0_0,"161,plop,211",1,4136664799961730
Tom_Johnes_68_0_0_0,"196,plop,161",2,530427909999853
Tom_Johnes_68_0_0_0,"191,plop,166",2,4107989700010510
Tom_Johnes_68_0_0_0,"186,plop,161",2,3781441300024740
Tom_Johnes_68_0_0_0,"196,plop,176",2,3.88476549999323E+016
Tom_Johnes_68_0_0_0,"171,plop,196",1,4971311499970030
Tom_Johnes_68_0_0_0,"216,plop,161",2,4828819299954920
Tom_Johnes_68_0_0_0,"201,plop,186",1,495371799999848
Tom_Johnes_68_0_0_0,"166,plop,206",1,4844647399988030
Tom_Johnes_68_0_0_0,"171,plop,176",1,4.74484359999187E+016
Tom_Johnes_68_0_0_0,"221,plop,191",2,4902676399995110
Tom_Johnes_68_0_0_0,"186,plop,216",1,4975821399968120
Tom_Johnes_68_0_0_0,"171,plop,206",1,4026171900006010
Tom_Johnes_68_0_0_0,"196,plop,221",1,3966850499995050
Tom_Johnes_68_0_0_0,"221,plop,166",2,4770492699951860
Tom_Johnes_68_0_0_0,"221,plop,171",2,4433142800023780
Tom_Johnes_68_0_0_0,"161,plop,191",1,5000375800032630
Tom_Johnes_68_0_0_0,"186,plop,206",1,3977554800012150
Tom_Johnes_68_0_0_0,"181,plop,191",1,4185289100010410
Tom_Johnes_68_0_0_0,"166,plop,196",1,3.84882259999868E+016
Tom_Johnes_68_0_0_0,"216,plop,181",2,5758056600019340
Tom_Johnes_68_0_0_0,"216,plop,201",1,4755040299985560
Tom_Johnes_68_0_0_0,"221,plop,206",1,3.93104700001422E+016
Tom_Johnes_68_0_0_0,"216,plop,221",1,4462835200037810
Tom_Johnes_68_0_0_0,"191,plop,216",1,4324015299987510
Tom_Johnes_68_0_0_0,"211,plop,171",2,5030756299989300
Tom_Johnes_68_0_0_0,"206,plop,161",2,3902537100040350
Tom_Johnes_68_0_0_0,"186,plop,181",1,6189842599991240
Tom_Johnes_68_0_0_0,"186,plop,176",2,5547142200020610
Tom_Johnes_68_0_0_0,"206,plop,216",1,5346420199982820
Tom_Johnes_68_0_0_0,"206,plop,201",1,4062389799999070
Tom_Johnes_68_0_0_0,"166,plop,186",1,410044400000479
Tom_Johnes_68_0_0_0,"176,plop,181",1,3849400200031230
Tom_Johnes_68_0_0_0,"201,plop,166",2,4650429800001440
Tom_Johnes_68_0_0_0,"191,plop,196",1,5131041099980940
Tom_Johnes_68_0_0_0,"191,plop,206",1,4084430700016670
Tom_Johnes_68_0_0_0,"196,plop,181",2,4872669900034090
Tom_Johnes_68_0_0_0,"211,plop,191",2,4086178799998020
Tom_Johnes_68_0_0_0,"176,plop,211",1,5.70263809998287E+016
Tom_Johnes_68_0_0_0,"211,plop,166",2,4.65563070002245E+016
Tom_Johnes_68_0_0_0,"181,plop,166",2,3987371600023470
Tom_Johnes_68_0_0_0,"216,plop,196",1,4857502099964770
Tom_Johnes_68_0_0_0,"161,plop,181",1,3.99609009999549E+016
Tom_Johnes_68_0_0_0,"186,plop,196",1,3907886700029480
TomBom_37_0_0_0,"186,plop,176",1,4816033691001940
TomBom_37_0_0_0,"206,plop,201",2,4258115515994720
TomBom_37_0_0_0,"191,plop,186",1,4297017604004940
TomBom_37_0_0_0,"186,plop,206",1,5787670863000680
TomBom_37_0_0_0,"206,plop,161",2,4655530398007250
TomBom_37_0_0_0,"196,plop,211",1,9.93485161999706E+015
TomBom_37_0_0_0,"196,plop,161",2,4.3708323889965E+016
TomBom_37_0_0_0,"161,plop,211",2,918098396800051
TomBom_37_0_0_0,"196,plop,201",2,7320916502003090
TomBom_37_0_0_0,"166,plop,216",1,4991270908992740
TomBom_37_0_0_0,"166,plop,206",1,4.48717767498747E+016
TomBom_37_0_0_0,"211,plop,171",2,4001900034004940
TomBom_37_0_0_0,"206,plop,216",1,5.2902074200043E+016
TomBom_37_0_0_0,"186,plop,181",2,5062356050993550
TomBom_37_0_0_0,"191,plop,171",1,4150964132009540
TomBom_37_0_0_0,"166,plop,161",2,4006476164003830
TomBom_37_0_0_0,"216,plop,201",1,4906193540003730
TomBom_37_0_0_0,"221,plop,166",2,7534303170046770
TomBom_37_0_0_0,"176,plop,181",1,4181777554994910
TomBom_37_0_0_0,"211,plop,216",1,3767129657987970
TomBom_37_0_0_0,"171,plop,166",2,5029415075996080
TomBom_37_0_0_0,"176,plop,161",2,400673424299166
TomBom_37_0_0_0,"196,plop,221",1,4820110177004240
TomBom_37_0_0_0,"181,plop,201",1,3.706207549994E+016
TomBom_37_0_0_0,"166,plop,196",1,3.85840244500432E+016
TomBom_37_0_0_0,"191,plop,216",2,6209830721994510
TomBom_37_0_0_0,"181,plop,211",1,4207261680997910
TomBom_37_0_0_0,"181,plop,171",2,4.17043093800894E+016
TomBom_37_0_0_0,"206,plop,181",2,3.7265817819949E+016
TomBom_37_0_0_0,"216,plop,176",2,4560661478995460
TomBom_37_0_0_0,"191,plop,196",1,4.78257248000009E+016
TomBom_37_0_0_0,"201,plop,171",2,3.74634975900117E+016
TomBom_37_0_0_0,"161,plop,221",1,387474656800041
TomBom_37_0_0_0,"216,plop,221",2,6364337981003340
TomBom_37_0_0_0,"201,plop,191",2,5302329143998210
TomBom_37_0_0_0,"211,plop,166",2,3736667489001410
TomBom_37_0_0_0,"211,plop,186",2,4638145926999280
TomBom_37_0_0_0,"181,plop,221",1,5430341242995930
TomBom_37_0_0_0,"221,plop,171",2,4466364523011730
TomBom_37_0_0_0,"221,plop,206",2,4110033670987470
TomBom_37_0_0_0,"161,plop,171",1,4241185638000020
TomBom_37_0_0_0,"201,plop,166",2,4296957130989180
TomBom_37_0_0_0,"221,plop,211",1,5965296218995350
TomBom_37_0_0_0,"166,plop,176",1,63215218719939
TomBom_37_0_0_0,"211,plop,191",2,4.10179812600254E+016
TomBom_37_0_0_0,"161,plop,201",1,3.70688145601307E+016
TomBom_37_0_0_0,"181,plop,166",2,3.95486209699593E+016
TomBom_37_0_0_0,"176,plop,221",2,9.44246991007822E+015
TomBom_37_0_0_0,"186,plop,161",2,6654130464995980
TomBom_37_0_0_0,"201,plop,221",2,4896168164000850
TomBom_37_0_0_0,"171,plop,206",2,5673568294988950
TomBom_37_0_0_0,"171,plop,186",2,5770795632991940
TomBom_37_0_0_0,"201,plop,211",2,4619356673990840
TomBom_37_0_0_0,"176,plop,201",2,5300711322991990
TomBom_37_0_0_0,"221,plop,191",1,4362584665993930
TomBom_37_0_0_0,"171,plop,216",1,4621543404000110
TomBom_37_0_0_0,"176,plop,191",2,6701741266000320
TomBom_37_0_0_0,"191,plop,166",1,6944919809998830
TomBom_37_0_0_0,"216,plop,181",1,4207175536002610
TomBom_37_0_0_0,"176,plop,211",1,5463119062996700
TomBom_37_0_0_0,"171,plop,176",1,4328101315995450
TomBom_37_0_0_0,"206,plop,196",2,6054591601010180
TomBom_37_0_0_0,"161,plop,191",1,4750552422011970
TomBom_37_0_0_0,"196,plop,181",1,5992899208003660
TomBom_37_0_0_0,"211,plop,206",2,5649249738003710
TomBom_37_0_0_0,"206,plop,176",1,5164280132006390
TomBom_37_0_0_0,"186,plop,196",2,5980976318003380
TomBom_37_0_0_0,"191,plop,206",2,4458957781994830
TomBom_37_0_0_0,"166,plop,186",1,6313361168003760
TomBom_37_0_0_0,"171,plop,196",2,4329382325996990
TomBom_37_0_0_0,"181,plop,191",1,4958179503004070
TomBom_37_0_0_0,"216,plop,196",2,4604180919000650
TomBom_37_0_0_0,"221,plop,186",2,4174697725009170
TomBom_37_0_0_0,"216,plop,161",2,414307228399557
TomBom_37_0_0_0,"201,plop,186",1,5915337086998620
TomBom_37_0_0_0,"196,plop,176",1,542148885501374
TomBom_37_0_0_0,"186,plop,216",2,4321821109007580
TomBom_37_0_0_0,"161,plop,181",1,4.86449852100632E+016
WA_35_0_0_0,"196,plop,176",2,59296480178833
WA_35_0_0_0,"196,plop,221",1,8768186902999880
WA_35_0_0_0,"196,plop,161",2,7830886936187740
WA_35_0_0_0,"211,plop,206",2,678559718132019
WA_35_0_0_0,"171,plop,196",1,1.81231819152832E+016
WA_35_0_0_0,"206,plop,216",1,5483419036865230
WA_35_0_0_0,"176,plop,191",1,4.98206791877747E+016
WA_35_0_0_0,"166,plop,216",1,425074610710144
WA_35_0_0_0,"196,plop,201",1,5633419847488400
WA_35_0_0_0,"176,plop,201",1,5424694156646730
WA_35_0_0_0,"186,plop,216",1,4283043003082280
WA_35_0_0_0,"191,plop,216",1,4477256155014040
WA_35_0_0_0,"166,plop,196",1,4793827152252200
WA_35_0_0_0,"171,plop,176",1,4743493175506590
WA_35_0_0_0,"191,plop,186",1,5305955028533940
WA_35_0_0_0,"206,plop,181",2,493175778388977
WA_35_0_0_0,"201,plop,191",2,5758921957015990
WA_35_0_0_0,"161,plop,181",1,4999763107299800
WA_35_0_0_0,"216,plop,196",2,4714578008651730
WA_35_0_0_0,"186,plop,206",1,4772945976257320
WA_35_0_0_0,"171,plop,166",2,9.03262910842896E+015
WA_35_0_0_0,"181,plop,211",1,4221012926101680
WA_35_0_0_0,"221,plop,206",2,4587109899520870
WA_35_0_0_0,"161,plop,191",1,4990604019165040
WA_35_0_0_0,"161,plop,201",1,3994028186798100
WA_35_0_0_0,"206,plop,196",2,4577365970611570
WA_35_0_0_0,"206,plop,176",2,4203271961212160
WA_35_0_0_0,"221,plop,191",2,1.51662801265717E+016
WA_35_0_0_0,"176,plop,211",1,6839793062210080
WA_35_0_0_0,"211,plop,216",1,7581088876724240
WA_35_0_0_0,"166,plop,206",1,4278482055664060
WA_35_0_0_0,"166,plop,176",1,4268926954269410
WA_35_0_0_0,"171,plop,216",1,3934899187088010
WA_35_0_0_0,"181,plop,221",1,3669854974746700
WA_35_0_0_0,"186,plop,176",1,5.93658504486084E+016
WA_35_0_0_0,"211,plop,171",2,4025163030624390
WA_35_0_0_0,"166,plop,161",2,5356350994110110
WA_35_0_0_0,"201,plop,221",1,4310715055465700
WA_35_0_0_0,"221,plop,166",2,4389412975311280
WA_35_0_0_0,"221,plop,171",2,413372311592102
WA_35_0_0_0,"161,plop,171",1,3680052137374880
WA_35_0_0_0,"181,plop,171",1,5907212114334110
WA_35_0_0_0,"216,plop,221",1,4585936880111690
WA_35_0_0_0,"206,plop,161",2,3.88935408592224E+016
WA_35_0_0_0,"161,plop,211",1,3.77000007629395E+016
WA_35_0_0_0,"161,plop,221",1,3.98671207427979E+016
WA_35_0_0_0,"181,plop,166",1,4646796083450320
WA_35_0_0_0,"166,plop,186",1,4646633958816530
WA_35_0_0_0,"171,plop,186",1,4618062114715580
WA_35_0_0_0,"176,plop,181",1,4.36141095161438E+016
WA_35_0_0_0,"221,plop,186",2,4972507095336910
WA_35_0_0_0,"211,plop,186",2,3.95640692710876E+016
WA_35_0_0_0,"171,plop,206",1,4380127048492430
WA_35_0_0_0,"216,plop,161",2,3.68046221733093E+016
WA_35_0_0_0,"221,plop,211",1,5019739007949830
WA_35_0_0_0,"211,plop,191",2,4.23994383811951E+016
WA_35_0_0_0,"196,plop,211",1,4547790145874020
WA_35_0_0_0,"196,plop,181",2,3935008144378660
WA_35_0_0_0,"201,plop,211",1,4171479082107540
WA_35_0_0_0,"216,plop,181",2,393713698387146
WA_35_0_0_0,"181,plop,201",1,3.98535594940186E+016
WA_35_0_0_0,"191,plop,206",1,4014487838745120
WA_35_0_0_0,"211,plop,166",2,3561430072784420
WA_35_0_0_0,"216,plop,201",2,4024933910369870
WA_35_0_0_0,"186,plop,181",2,4576974010467530
WA_35_0_0_0,"186,plop,196",1,4604431009292600
WA_35_0_0_0,"191,plop,166",2,3727530097961430
WA_35_0_0_0,"206,plop,201",2,4.00550088882446E+016
WA_35_0_0_0,"181,plop,191",1,5107833957672120
WA_35_0_0_0,"201,plop,166",2,3.85770306587219E+016
WA_35_0_0_0,"201,plop,171",2,3.7983859539032E+016
WA_35_0_0_0,"216,plop,176",2,3.52349600791931E+016
WA_35_0_0_0,"176,plop,221",1,3.68002305030823E+016
WA_35_0_0_0,"186,plop,161",2,3.54279289245605E+016
WA_35_0_0_0,"191,plop,196",1,4.81385502815247E+016
WA_35_0_0_0,"191,plop,171",2,3836745834350590
WA_35_0_0_0,"201,plop,186",2,3.76888093948364E+016
WA_35_0_0_0,"176,plop,161",2,4232097959518430
jana_28_1_0_0,"171,plop,196",1,856582009998383
jana_28_1_0_0,"176,plop,191",2,8274202899972440
jana_28_1_0_0,"191,plop,196",1,1.07784589000163E+016
jana_28_1_0_0,"196,plop,176",1,1.56804263000027E+016
jana_28_1_0_0,"166,plop,206",1,5812436200003140
jana_28_1_0_0,"211,plop,191",2,7227855000027920
jana_28_1_0_0,"196,plop,201",1,5383451800001790
jana_28_1_0_0,"186,plop,196",1,5440887299971650
jana_28_1_0_0,"181,plop,201",1,4143256100034340
jana_28_1_0_0,"166,plop,161",1,4765526199969460
jana_28_1_0_0,"216,plop,176",2,3.60633220002055E+016
jana_28_1_0_0,"191,plop,166",1,4839520799950700
jana_28_1_0_0,"196,plop,181",1,4824796999944370
jana_28_1_0_0,"206,plop,196",2,3813020900031550
jana_28_1_0_0,"206,plop,201",2,3999557199969420
jana_28_1_0_0,"161,plop,191",1,1.96686790001113E+016
jana_28_1_0_0,"181,plop,166",1,5567695300001650
jana_28_1_0_0,"211,plop,171",2,4878430200007280
jana_28_1_0_0,"171,plop,206",1,2856252899998800
jana_28_1_0_0,"221,plop,191",1,3.99379379997263E+016
jana_28_1_0_0,"211,plop,186",1,3064018500002570
jana_28_1_0_0,"211,plop,206",1,2.9200076999492E+016
jana_28_1_0_0,"181,plop,191",1,6058523600013000
jana_28_1_0_0,"206,plop,181",1,6817948300007270
jana_28_1_0_0,"171,plop,166",2,4864140899991620
jana_28_1_0_0,"181,plop,171",2,3.02945599998347E+016
jana_28_1_0_0,"161,plop,211",2,852057200006675
jana_28_1_0_0,"191,plop,216",2,2.08376989999088E+016
jana_28_1_0_0,"176,plop,211",1,2865097399998920
jana_28_1_0_0,"186,plop,161",2,5246176200010810
jana_28_1_0_0,"161,plop,221",1,369997859998839
jana_28_1_0_0,"196,plop,161",2,3.32138549998635E+016
jana_28_1_0_0,"166,plop,196",1,2.68027919998858E+016
jana_28_1_0_0,"221,plop,206",2,4627809799998070
jana_28_1_0_0,"161,plop,201",1,2.81811880002497E+016
jana_28_1_0_0,"176,plop,161",1,3.77616740002995E+016
jana_28_1_0_0,"201,plop,191",1,3.20473560000537E+016
jana_28_1_0_0,"171,plop,176",1,141782309996197
jana_28_1_0_0,"201,plop,211",1,4390996299998370
jana_28_1_0_0,"161,plop,171",1,1370701300003570
jana_28_1_0_0,"221,plop,186",1,5999180200009140
jana_28_1_0_0,"216,plop,196",1,4037808600021530
jana_28_1_0_0,"206,plop,216",2,2641342300013640
jana_28_1_0_0,"206,plop,161",1,2022399500035680
jana_28_1_0_0,"216,plop,181",1,2.0357910999679E+016
jana_28_1_0_0,"211,plop,166",1,1.82068239998771E+016
jana_28_1_0_0,"191,plop,206",1,1.75932719997363E+016
jana_28_1_0_0,"171,plop,186",1,1.08515459999908E+016
jana_28_1_0_0,"181,plop,221",1,5310846999869680
jana_28_1_0_0,"206,plop,176",1,4823135999846270
jana_28_1_0_0,"211,plop,216",1,1.45014000241644E+016
jana_28_1_0_0,"196,plop,211",1,5459117700019850
jana_28_1_0_0,"191,plop,171",1,1.88448360000039E+016
jana_28_1_0_0,"201,plop,166",1,2.07515600000042E+016
jana_28_1_0_0,"181,plop,211",1,3602683700004130
jana_28_1_0_0,"201,plop,171",1,3260754399956200
jana_28_1_0_0,"201,plop,186",1,1.28169400002807E+016
jana_28_1_0_0,"161,plop,181",1,2.67219199996907E+016
jana_28_1_0_0,"186,plop,181",1,1.06104599975515E+016
jana_28_1_0_0,"216,plop,161",1,-1373500016052300
jana_28_1_0_0,"186,plop,176",1,-4.80191000155173E+016
jana_28_1_0_0,"216,plop,221",1,-5882859996054320
jana_28_1_0_0,"186,plop,216",1,5571896399976690
jana_28_1_0_0,"191,plop,186",1,3623010600009000
jana_28_1_0_0,"221,plop,211",1,5878575800010000
jana_28_1_0_0,"201,plop,221",1,1.87450719999615E+016
jana_28_1_0_0,"216,plop,201",1,-2.70440999651328E+016
jana_28_1_0_0,"176,plop,201",1,3.69891110000899E+016
jana_28_1_0_0,"171,plop,216",1,385822189997416
jana_28_1_0_0,"166,plop,176",1,3.36330099999905E+016
jana_28_1_0_0,"221,plop,166",1,1.8947554999846E+016
jana_28_1_0_0,"166,plop,216",1,3788266200013460
jana_28_1_0_0,"186,plop,206",1,419502850001445
jana_28_1_0_0,"176,plop,221",1,3.49343599998392E+016
jana_28_1_0_0,"196,plop,221",1,4.84635119998129E+016
jana_28_1_0_0,"221,plop,171",2,82988409999758
jana_28_1_0_0,"166,plop,186",1,4179903400037440
jana_28_1_0_0,"176,plop,181",1,3.78794039997738E+016
pab_30_0_0_0,"186,plop,176",2,8454891099996170
pab_30_0_0_0,"191,plop,216",2,2.41801537000079E+016
pab_30_0_0_0,"191,plop,186",2,528436530001054
pab_30_0_0_0,"166,plop,161",2,5875635500001950
pab_30_0_0_0,"171,plop,186",1,1071883300000050
pab_30_0_0_0,"211,plop,216",2,5312969400003200
pab_30_0_0_0,"216,plop,176",2,9.62089820000401E+015
pab_30_0_0_0,"166,plop,216",1,8534588200005240
pab_30_0_0_0,"176,plop,161",2,5706094099988700
pab_30_0_0_0,"191,plop,196",1,1.14112833999912E+016
pab_30_0_0_0,"196,plop,201",1,4446505000008620
pab_30_0_0_0,"171,plop,206",1,4.83386900000332E+016
pab_30_0_0_0,"166,plop,176",1,512823769999668
pab_30_0_0_0,"161,plop,211",1,5.12659829999902E+016
pab_30_0_0_0,"181,plop,166",2,4409253700004770
pab_30_0_0_0,"176,plop,181",2,4771825899989930
pab_30_0_0_0,"196,plop,181",2,4.4314534999954E+016
pab_30_0_0_0,"161,plop,221",1,4402024599994180
pab_30_0_0_0,"196,plop,176",2,4682260900002440
pab_30_0_0_0,"221,plop,206",2,4772370100000990
pab_30_0_0_0,"201,plop,221",1,427576790000021
pab_30_0_0_0,"161,plop,181",1,4378679199996990
pab_30_0_0_0,"206,plop,161",2,4602371299997320
pab_30_0_0_0,"181,plop,201",1,4734975699998900
pab_30_0_0_0,"181,plop,221",1,4.96470210000698E+016
pab_30_0_0_0,"221,plop,211",2,495553400000208
pab_30_0_0_0,"171,plop,176",1,6359815400000660
pab_30_0_0_0,"176,plop,191",1,4964372199997890
pab_30_0_0_0,"201,plop,191",2,455051070000045
pab_30_0_0_0,"186,plop,181",2,4460436000002660
pab_30_0_0_0,"216,plop,181",2,7497137000007210
pab_30_0_0_0,"211,plop,171",2,48465918000089
pab_30_0_0_0,"176,plop,221",1,4712232700004820
pab_30_0_0_0,"196,plop,161",2,4681175700004680
pab_30_0_0_0,"181,plop,211",1,4459192599993550
pab_30_0_0_0,"211,plop,206",1,4594743599992940
pab_30_0_0_0,"221,plop,171",2,4541865699991470
pab_30_0_0_0,"166,plop,186",1,4408071700012080
pab_30_0_0_0,"201,plop,166",2,4724675400002160
pab_30_0_0_0,"161,plop,171",1,4596948200001500
pab_30_0_0_0,"221,plop,186",2,4332808300002940
pab_30_0_0_0,"171,plop,166",2,5.1693220999965E+016
pab_30_0_0_0,"201,plop,211",1,5265559100001700
pab_30_0_0_0,"216,plop,161",2,4727831500009050
pab_30_0_0_0,"171,plop,216",1,4.67220349999261E+016
pab_30_0_0_0,"171,plop,196",1,4.96868030000187E+016
pab_30_0_0_0,"186,plop,206",1,5048772799994910
pab_30_0_0_0,"211,plop,166",2,4826070200005780
pab_30_0_0_0,"216,plop,221",1,4806130799997480
pab_30_0_0_0,"206,plop,216",1,7498883500005470
pab_30_0_0_0,"221,plop,191",2,487280370000517
pab_30_0_0_0,"206,plop,201",2,4759019699989590
pab_30_0_0_0,"211,plop,186",2,666644999999844
pab_30_0_0_0,"221,plop,166",2,4529864499994440
pab_30_0_0_0,"196,plop,221",1,5905893099997770
pab_30_0_0_0,"181,plop,191",2,4910156899999130
pab_30_0_0_0,"206,plop,181",2,4570158900003300
pab_30_0_0_0,"186,plop,216",1,4290400999999840
pab_30_0_0_0,"176,plop,201",1,4749383700001640
pab_30_0_0_0,"206,plop,176",2,4466877799999200
pab_30_0_0_0,"216,plop,196",2,4479841599991780
pab_30_0_0_0,"211,plop,191",2,4540309199999320
pab_30_0_0_0,"191,plop,166",2,4606784700002750
pab_30_0_0_0,"161,plop,191",1,4746295099999410
pab_30_0_0_0,"166,plop,196",2,5472298000002050
pab_30_0_0_0,"191,plop,171",2,4.7405364000093E+016
pab_30_0_0_0,"206,plop,196",2,4370589100007780
pab_30_0_0_0,"196,plop,211",2,8061540500007690
pab_30_0_0_0,"161,plop,201",1,4.79336259999545E+016
pab_30_0_0_0,"201,plop,186",2,4856693000003000
pab_30_0_0_0,"176,plop,211",1,4393115199994650
pab_30_0_0_0,"191,plop,206",1,4660742999994550
pab_30_0_0_0,"186,plop,196",1,6253153099992780
pab_30_0_0_0,"186,plop,161",2,5386086499996600
pab_30_0_0_0,"181,plop,171",1,6.2755215000012E+016
pab_30_0_0_0,"201,plop,171",2,5159999699995390
pab_30_0_0_0,"216,plop,201",2,5.15455369999981E+016
pab_30_0_0_0,"166,plop,206",1,4918185800002540
